,"(deg F) Min Temperature (gridMET) at Lands, 2006-12-01 to 2021-09-30"
"2015-10-17",53.2427
"2015-10-18",49.6765
"2015-10-19",49.0082
"2015-10-20",47.6649
"2015-10-21",48.6203
"2015-10-22",49.3232
"2015-10-23",49.0633
"2015-10-24",51.501
"2015-10-25",50.1519
"2015-10-26",49.3401
"2015-10-27",52.4518
"2015-10-28",52.461
"2015-10-29",51.6349
"2015-10-30",52.8922
"2015-10-31",53.0202
"2015-11-01",47.3101
"2015-11-02",43.5679
"2015-11-03",38.5056
"2015-11-04",35.3215
"2015-11-05",35.7724
"2015-11-06",37.1991
"2015-11-07",38.4575
"2015-11-08",38.4764
"2015-11-09",39.4689
"2015-11-10",35.3311
"2015-11-11",33.9193
"2015-11-12",34.0383
"2015-11-13",38.4789
"2015-11-14",37.7969
"2015-11-15",37.2857
"2015-11-16",37.4322
"2015-11-17",40.3651
"2015-11-18",44.3201
"2015-11-19",49.1806
"2015-11-20",46.0931
"2015-11-21",46.629
"2015-11-22",45.2782
"2015-11-23",40.7804
"2015-11-24",36.6978
"2015-11-25",31.2429
"2015-11-26",29.165
"2015-11-27",29.2748
"2015-11-28",29.0116
"2015-11-29",28.7706
"2015-11-30",29.3092
"2015-12-01",33.1052
"2015-12-02",37.3285
"2015-12-03",37.5109
"2015-12-04",32.6484
"2015-12-05",32.8582
"2015-12-06",38.5149
"2015-12-07",42.3345
"2015-12-08",42.5968
"2015-12-09",43.3699
"2015-12-10",40.5802
"2015-12-11",36.8071
"2015-12-12",34.7346
"2015-12-13",32.9644
"2015-12-14",31.1716
"2015-12-15",27.8317
"2015-12-16",28.456
"2015-12-17",29.6643
"2015-12-18",30.1359
"2015-12-19",32.211
"2015-12-20",30.389
"2015-12-21",43.9921
"2015-12-22",41.0923
"2015-12-23",31.5714
"2015-12-24",31.4215
"2015-12-25",29.0107
"2015-12-26",25.099
"2015-12-27",25.1076
"2015-12-28",29.3972
"2015-12-29",26.94
"2015-12-30",25.3746
"2015-12-31",27.1074
"2016-01-01",27.1074
"2016-01-02",41.1033
"2016-01-03",43.684
"2016-01-04",43.4433
"2016-01-05",40.723
"2016-01-06",37.2663
"2016-01-07",33.2328
"2016-01-08",32.3505
"2016-01-09",40.9516
"2016-01-10",41.0954
"2016-01-11",39.6048
"2016-01-12",38.0462
"2016-01-13",36.243
"2016-01-14",34.6147
"2016-01-15",42.5082
"2016-01-16",44.0247
"2016-01-17",45.1328
"2016-01-18",45.6984
"2016-01-19",41.5722
"2016-01-20",42.1324
"2016-01-21",41.5094
"2016-01-22",46.4016
"2016-01-23",39.5667
"2016-01-24",39.0949
"2016-01-25",36.0817
"2016-01-26",36.6933
"2016-01-27",38.6073
"2016-01-28",36.232
"2016-01-29",47.003
"2016-01-30",40.3632
"2016-01-31",34.3488
"2016-02-01",42.7372
"2016-02-02",45.3065
"2016-02-03",43.1748
"2016-02-04",42.1093
"2016-02-05",40.4881
"2016-02-06",48.3343
"2016-02-07",52.5603
"2016-02-08",54.0831
"2016-02-09",51.9714
"2016-02-10",42.9696
"2016-02-11",36.0885
"2016-02-12",35.8444
"2016-02-13",36.0964
"2016-02-14",40.9363
"2016-02-15",43.3819
"2016-02-16",46.1426
"2016-02-17",45.0727
"2016-02-18",35.4474
"2016-02-19",34.2176
"2016-02-20",49.4659
"2016-02-21",39.6518
"2016-02-22",31.2296
"2016-02-23",27.5369
"2016-02-24",26.7336
"2016-02-25",27.8456
"2016-02-26",31.8974
"2016-02-27",32.9401
"2016-02-28",31.0435
"2016-02-29",31.1983
"2016-03-01",42.8913
"2016-03-02",42.6092
"2016-03-03",43.3227
"2016-03-04",49.707
"2016-03-05",45.8497
"2016-03-06",40.3356
"2016-03-07",38.4877
"2016-03-08",40.4537
"2016-03-09",40.9998
"2016-03-10",48.3642
"2016-03-11",39.8145
"2016-03-12",37.4619
"2016-03-13",46.9375
"2016-03-14",39.9567
"2016-03-15",36.7354
"2016-03-16",39.9259
"2016-03-17",42.6778
"2016-03-18",44.9325
"2016-03-19",43.5544
"2016-03-20",47.6146
"2016-03-21",40.3498
"2016-03-22",37.3723
"2016-03-23",38.3785
"2016-03-24",38.2482
"2016-03-25",41.866
"2016-03-26",44.2998
"2016-03-27",43.6307
"2016-03-28",33.114
"2016-03-29",32.4131
"2016-03-30",32.8377
"2016-03-31",36.4287
"2016-04-01",37.9238
"2016-04-02",42.1655
"2016-04-03",43.3272
"2016-04-04",43.4019
"2016-04-05",44.3475
"2016-04-06",44.9636
"2016-04-07",50.9515
"2016-04-08",49.6499
"2016-04-09",49.1004
"2016-04-10",48.1402
"2016-04-11",47.2215
"2016-04-12",45.0982
"2016-04-13",40.2373
"2016-04-14",40.224
"2016-04-15",39.9409
"2016-04-16",39.8556
"2016-04-17",45.3864
"2016-04-18",43.2151
"2016-04-19",43.2907
"2016-04-20",40.8852
"2016-04-21",44.9861
"2016-04-22",40.1198
"2016-04-23",39.2853
"2016-04-24",41.1006
"2016-04-25",35.2735
"2016-04-26",34.2109
"2016-04-27",38.4469
"2016-04-28",39.8827
"2016-04-29",40.42
"2016-04-30",44.6353
"2016-05-01",44.8995
"2016-05-02",44.4396
"2016-05-03",48.2895
"2016-05-04",47.4793
"2016-05-05",47.5828
"2016-05-06",47.5871
"2016-05-07",45.2674
"2016-05-08",44.7944
"2016-05-09",44.3593
"2016-05-10",44.643
"2016-05-11",46.4621
"2016-05-12",49.2084
"2016-05-13",42.4607
"2016-05-14",42.4351
"2016-05-15",47.3725
"2016-05-16",46.8172
"2016-05-17",47.586
"2016-05-18",49.4179
"2016-05-19",44.0618
"2016-05-20",41.0153
"2016-05-21",39.2671
"2016-05-22",39.5681
"2016-05-23",43.7108
"2016-05-24",46.4299
"2016-05-25",44.8959
"2016-05-26",44.226
"2016-05-27",44.1063
"2016-05-28",48.987
"2016-05-29",48.6367
"2016-05-30",44.1754
"2016-05-31",54.7153
"2016-06-01",55.4808
"2016-06-02",52.3872
"2016-06-03",57.603
"2016-06-04",53.2866
"2016-06-05",50.0439
"2016-06-06",49.0082
"2016-06-07",51.841
"2016-06-08",51.5052
"2016-06-09",49.4195
"2016-06-10",49.5851
"2016-06-11",49.3754
"2016-06-12",48.7508
"2016-06-13",47.5909
"2016-06-14",45.0273
"2016-06-15",42.946
"2016-06-16",44.0224
"2016-06-17",48.5067
"2016-06-18",50.587
"2016-06-19",55.4459
"2016-06-20",59.6518
"2016-06-21",59.7524
"2016-06-22",57.0209
"2016-06-23",58.0703
"2016-06-24",56.8148
"2016-06-25",56.4138
"2016-06-26",56.2197
"2016-06-27",57.5056
"2016-06-28",51.3664
"2016-06-29",48.0583
"2016-06-30",49.6351
"2016-07-01",49.8249
"2016-07-02",50.3659
"2016-07-03",50.148
"2016-07-04",49.2917
"2016-07-05",48.6896
"2016-07-06",49.3414
"2016-07-07",48.2598
"2016-07-08",49.123
"2016-07-09",50.7342
"2016-07-10",47.442
"2016-07-11",51.3489
"2016-07-12",51.9183
"2016-07-13",54.2489
"2016-07-14",55.5186
"2016-07-15",52.2984
"2016-07-16",48.7724
"2016-07-17",47.1722
"2016-07-18",47.7138
"2016-07-19",50.8597
"2016-07-20",51.224
"2016-07-21",53.1594
"2016-07-22",54.7981
"2016-07-23",57.3165
"2016-07-24",56.6517
"2016-07-25",54.4464
"2016-07-26",59.8689
"2016-07-27",65.3142
"2016-07-28",63.0664
"2016-07-29",63.1107
"2016-07-30",57.2196
"2016-07-31",52.0767
"2016-08-01",51.7433
"2016-08-02",52.4005
"2016-08-03",49.1605
"2016-08-04",45.853
"2016-08-05",46.9101
"2016-08-06",45.8854
"2016-08-07",45.176
"2016-08-08",47.9908
"2016-08-09",48.3296
"2016-08-10",47.1524
"2016-08-11",49.9948
"2016-08-12",53.5856
"2016-08-13",59.2711
"2016-08-14",53.2467
"2016-08-15",50.8053
"2016-08-16",51.0327
"2016-08-17",53.5447
"2016-08-18",52.4408
"2016-08-19",51.7113
"2016-08-20",53.2119
"2016-08-21",51.5997
"2016-08-22",51.4479
"2016-08-23",50.6005
"2016-08-24",51.0105
"2016-08-25",49.0505
"2016-08-26",48.9877
"2016-08-27",49.3525
"2016-08-28",48.418
"2016-08-29",51.4787
"2016-08-30",57.4785
"2016-08-31",51.8779
"2016-09-01",49.0599
"2016-09-02",48.1624
"2016-09-03",43.6611
"2016-09-04",41.6464
"2016-09-05",43.9453
"2016-09-06",49.8549
"2016-09-07",49.8441
"2016-09-08",46.4864
"2016-09-09",51.5379
"2016-09-10",50.4381
"2016-09-11",46.7152
"2016-09-12",41.6779
"2016-09-13",41.7101
"2016-09-14",42.4958
"2016-09-15",46.587
"2016-09-16",48.9468
"2016-09-17",53.6713
"2016-09-18",57.141
"2016-09-19",59.7987
"2016-09-20",56.1976
"2016-09-21",48.3093
"2016-09-22",44.4868
"2016-09-23",42.5786
"2016-09-24",50.1796
"2016-09-25",54.0226
"2016-09-26",58.0681
"2016-09-27",56.9943
"2016-09-28",53.5741
"2016-09-29",48.3967
"2016-09-30",46.9261
"2016-10-01",48.461
"2016-10-02",43.2624
"2016-10-03",42.6274
"2016-10-04",47.8065
"2016-10-05",45.2448
"2016-10-06",47.0287
"2016-10-07",48.5931
"2016-10-08",52.736
"2016-10-09",52.844
"2016-10-10",47.8746
"2016-10-11",46.215
"2016-10-12",45.455
"2016-10-13",48.0096
"2016-10-14",49.233
"2016-10-15",58.8578
"2016-10-16",53.1871
"2016-10-17",49.3624
"2016-10-18",47.3137
"2016-10-19",48.5672
"2016-10-20",51.7827
"2016-10-21",51.0076
"2016-10-22",50.2894
"2016-10-23",48.4335
"2016-10-24",54.4615
"2016-10-25",48.065
"2016-10-26",47.415
"2016-10-27",53.3944
"2016-10-28",56.1238
"2016-10-29",54.0545
"2016-10-30",45.3052
"2016-10-31",44.6553
"2016-11-01",43.3382
"2016-11-02",42.2042
"2016-11-03",46.0557
"2016-11-04",48.2
"2016-11-05",45.4255
"2016-11-06",48.7828
"2016-11-07",51.7991
"2016-11-08",50.7409
"2016-11-09",52.8849
"2016-11-10",53.6677
"2016-11-11",53.598
"2016-11-12",49.4431
"2016-11-13",47.7403
"2016-11-14",47.4535
"2016-11-15",45.8103
"2016-11-16",39.8403
"2016-11-17",37.1197
"2016-11-18",37.6279
"2016-11-19",48.8464
"2016-11-20",48.2254
"2016-11-21",40.3425
"2016-11-22",38.4244
"2016-11-23",37.4106
"2016-11-24",34.7452
"2016-11-25",33.5287
"2016-11-26",42.8322
"2016-11-27",41.4921
"2016-11-28",36.9918
"2016-11-29",32.9581
"2016-11-30",32.1316
"2016-12-01",35.6833
"2016-12-02",32.3188
"2016-12-03",32.4345
"2016-12-04",37.5361
"2016-12-05",38.3785
"2016-12-06",32.1737
"2016-12-07",29.0741
"2016-12-08",45.7943
"2016-12-09",51.111
"2016-12-10",50.0562
"2016-12-11",42.8461
"2016-12-12",42.7485
"2016-12-13",44.4763
"2016-12-14",44.5689
"2016-12-15",42.2319
"2016-12-16",32.1105
"2016-12-17",27.1783
"2016-12-18",24.8545
"2016-12-19",27.0932
"2016-12-20",30.8277
"2016-12-21",37.4004
"2016-12-22",36.3484
"2016-12-23",35.0852
"2016-12-24",28.0702
"2016-12-25",27.0208
"2016-12-26",29.35
"2016-12-27",30.61
"2016-12-28",35.852
"2016-12-29",34.6327
"2016-12-30",41.3418
"2016-12-31",32.3643
"2017-01-01",35.8277
"2017-01-02",36.3965
"2017-01-03",44.8772
"2017-01-04",50.2381
"2017-01-05",30.7852
"2017-01-06",29.7795
"2017-01-07",46.7577
"2017-01-08",53.5849
"2017-01-09",50.2389
"2017-01-10",50.2518
"2017-01-11",45.2845
"2017-01-12",33.7712
"2017-01-13",35.226
"2017-01-14",34.6215
"2017-01-15",33.4575
"2017-01-16",31.0392
"2017-01-17",34.131
"2017-01-18",45.4413
"2017-01-19",42.8184
"2017-01-20",38.8652
"2017-01-21",39.7265
"2017-01-22",39.8115
"2017-01-23",34.232
"2017-01-24",30.4421
"2017-01-25",28.8604
"2017-01-26",31.5811
"2017-01-27",30.8516
"2017-01-28",31.744
"2017-01-29",35.5231
"2017-01-30",37.7082
"2017-01-31",37.9843
"2017-02-01",45.5243
"2017-02-02",47.9781
"2017-02-03",45.2428
"2017-02-04",44.2486
"2017-02-05",42.5543
"2017-02-06",51.0309
"2017-02-07",55.087
"2017-02-08",57.0213
"2017-02-09",54.9099
"2017-02-10",45.9131
"2017-02-11",38.0678
"2017-02-12",37.4769
"2017-02-13",36.8775
"2017-02-14",42.3781
"2017-02-15",44.2159
"2017-02-16",48.3622
"2017-02-17",47.3689
"2017-02-18",36.655
"2017-02-19",35.4997
"2017-02-20",51.3883
"2017-02-21",41.4378
"2017-02-22",32.5708
"2017-02-23",28.5044
"2017-02-24",27.7416
"2017-02-25",28.7917
"2017-02-26",33.6168
"2017-02-27",34.5348
"2017-02-28",31.6362
"2017-03-01",30.9493
"2017-03-02",33.5401
"2017-03-03",35.4906
"2017-03-04",37.2321
"2017-03-05",29.7673
"2017-03-06",27.8719
"2017-03-07",32.9194
"2017-03-08",38.1708
"2017-03-09",43.1785
"2017-03-10",47.3295
"2017-03-11",47.3409
"2017-03-12",45.5427
"2017-03-13",42.6677
"2017-03-14",46.1129
"2017-03-15",44.1702
"2017-03-16",44.1298
"2017-03-17",46.7371
"2017-03-18",45.9923
"2017-03-19",45.3985
"2017-03-20",45.7277
"2017-03-21",43.5715
"2017-03-22",41.1537
"2017-03-23",41.8744
"2017-03-24",45.3106
"2017-03-25",41.7654
"2017-03-26",41.5515
"2017-03-27",43.1337
"2017-03-28",43.3656
"2017-03-29",42.7066
"2017-03-30",44.2612
"2017-03-31",40.8493
"2017-04-01",40.3657
"2017-04-02",43.6111
"2017-04-03",39.7686
"2017-04-04",40.0734
"2017-04-05",46.5712
"2017-04-06",48.7283
"2017-04-07",45.0095
"2017-04-08",37.7542
"2017-04-09",39.4927
"2017-04-10",35.946
"2017-04-11",47.8269
"2017-04-12",50.4351
"2017-04-13",41.3636
"2017-04-14",37.5359
"2017-04-15",37.0337
"2017-04-16",46.8925
"2017-04-17",48.8575
"2017-04-18",43.1654
"2017-04-19",41.2405
"2017-04-20",42.9687
"2017-04-21",48.814
"2017-04-22",46.1053
"2017-04-23",46.1239
"2017-04-24",46.461
"2017-04-25",46.346
"2017-04-26",47.9167
"2017-04-27",45.8688
"2017-04-28",44.8498
"2017-04-29",45.1819
"2017-04-30",43.2032
"2017-05-01",51.5813
"2017-05-02",56.5711
"2017-05-03",55.0701
"2017-05-04",47.9964
"2017-05-05",43.9837
"2017-05-06",43.849
"2017-05-07",42.555
"2017-05-08",42.7714
"2017-05-09",46.1307
"2017-05-10",48.0871
"2017-05-11",50.167
"2017-05-12",43.0749
"2017-05-13",39.3627
"2017-05-14",37.7546
"2017-05-15",39.5532
"2017-05-16",45.14
"2017-05-17",41.3685
"2017-05-18",40.9784
"2017-05-19",48.2524
"2017-05-20",50.3994
"2017-05-21",54.1144
"2017-05-22",53.3973
"2017-05-23",51.4542
"2017-05-24",46.5132
"2017-05-25",48.7823
"2017-05-26",42.4641
"2017-05-27",42.4688
"2017-05-28",46.4749
"2017-05-29",46.8061
"2017-05-30",49.0161
"2017-05-31",51.3624
"2017-06-01",48.76
"2017-06-02",48.6041
"2017-06-03",51.6641
"2017-06-04",47.3436
"2017-06-05",46.2196
"2017-06-06",50.1219
"2017-06-07",47.4746
"2017-06-08",48.6136
"2017-06-09",46.6785
"2017-06-10",47.1168
"2017-06-11",47.1628
"2017-06-12",44.6556
"2017-06-13",44.2922
"2017-06-14",49.0314
"2017-06-15",52.3035
"2017-06-16",61.4028
"2017-06-17",66.5074
"2017-06-18",66.0812
"2017-06-19",65.5039
"2017-06-20",54.12
"2017-06-21",53.2744
"2017-06-22",58.7806
"2017-06-23",56.9665
"2017-06-24",54.7772
"2017-06-25",52.0304
"2017-06-26",51.019
"2017-06-27",51.04
"2017-06-28",48.4669
"2017-06-29",48.4032
"2017-06-30",48.6171
"2017-07-01",47.9737
"2017-07-02",50.2347
"2017-07-03",52.9066
"2017-07-04",54.2831
"2017-07-05",55.4778
"2017-07-06",62.3664
"2017-07-07",61.2743
"2017-07-08",67.0579
"2017-07-09",64.4103
"2017-07-10",60.6574
"2017-07-11",57.1566
"2017-07-12",55.4743
"2017-07-13",55.0629
"2017-07-14",58.3194
"2017-07-15",60.1898
"2017-07-16",66.2824
"2017-07-17",62.71
"2017-07-18",56.4766
"2017-07-19",53.4686
"2017-07-20",52.0048
"2017-07-21",55.8608
"2017-07-22",54.3308
"2017-07-23",57.9733
"2017-07-24",52.5751
"2017-07-25",52.3549
"2017-07-26",53.6184
"2017-07-27",61.1865
"2017-07-28",59.6442
"2017-07-29",55.8795
"2017-07-30",55.0983
"2017-07-31",53.7593
"2017-08-01",63.5081
"2017-08-02",66.7008
"2017-08-03",67.9971
"2017-08-04",65.3833
"2017-08-05",58.1452
"2017-08-06",55.3883
"2017-08-07",54.507
"2017-08-08",53.7568
"2017-08-09",53.3134
"2017-08-10",54.1924
"2017-08-11",54.019
"2017-08-12",54.6973
"2017-08-13",52.7365
"2017-08-14",52.1314
"2017-08-15",49.2813
"2017-08-16",52.4102
"2017-08-17",53.4355
"2017-08-18",56.2802
"2017-08-19",55.0776
"2017-08-20",54.7207
"2017-08-21",55.4254
"2017-08-22",55.0393
"2017-08-23",53.6142
"2017-08-24",53.7854
"2017-08-25",55.4371
"2017-08-26",63.6145
"2017-08-27",65.4753
"2017-08-28",62.3543
"2017-08-29",59.0603
"2017-08-30",61.7904
"2017-08-31",61.8816
"2017-09-01",70.9351
"2017-09-02",72.2541
"2017-09-03",70.0362
"2017-09-04",65.9118
"2017-09-05",60.5451
"2017-09-06",57.7288
"2017-09-07",58.0833
"2017-09-08",56.5
"2017-09-09",55.557
"2017-09-10",61.2905
"2017-09-11",63.3436
"2017-09-12",59.2434
"2017-09-13",53.4036
"2017-09-14",51.0791
"2017-09-15",47.0255
"2017-09-16",48.0511
"2017-09-17",50.0659
"2017-09-18",47.4147
"2017-09-19",47.0746
"2017-09-20",52.3562
"2017-09-21",42.6468
"2017-09-22",39.9825
"2017-09-23",43.6836
"2017-09-24",45.3571
"2017-09-25",49.0433
"2017-09-26",51.5377
"2017-09-27",54.7434
"2017-09-28",58.0392
"2017-09-29",55.0886
"2017-09-30",49.6157
"2017-10-01",49.975
"2017-10-02",40.8425
"2017-10-03",37.3748
"2017-10-04",41.0808
"2017-10-05",44.4767
"2017-10-06",45.3799
"2017-10-07",49.7516
"2017-10-08",46.594
"2017-10-09",46.6558
"2017-10-10",44.7863
"2017-10-11",42.1135
"2017-10-12",39.8986
"2017-10-13",40.0406
"2017-10-14",44.8687
"2017-10-15",47.4427
"2017-10-16",51.0348
"2017-10-17",51.1032
"2017-10-18",44.7796
"2017-10-19",42.2587
"2017-10-20",43.5693
"2017-10-21",42.8574
"2017-10-22",44.1781
"2017-10-23",51.6922
"2017-10-24",57.2319
"2017-10-25",56.2928
"2017-10-26",55.2616
"2017-10-27",54.8276
"2017-10-28",52.1231
"2017-10-29",45.219
"2017-10-30",42.5964
"2017-10-31",41.1082
"2017-11-01",41.4864
"2017-11-02",42.519
"2017-11-03",50.3546
"2017-11-04",40.7943
"2017-11-05",35.2254
"2017-11-06",35.3269
"2017-11-07",36.9273
"2017-11-08",47.6116
"2017-11-09",46.0753
"2017-11-10",44.2884
"2017-11-11",42.323
"2017-11-12",41.4621
"2017-11-13",40.5286
"2017-11-14",45.8391
"2017-11-15",47.156
"2017-11-16",53.614
"2017-11-17",36.0826
"2017-11-18",35.8455
"2017-11-19",36.2343
"2017-11-20",47.9536
"2017-11-21",52.5409
"2017-11-22",51.2055
"2017-11-23",52.8391
"2017-11-24",49.2397
"2017-11-25",48.1082
"2017-11-26",45.0592
"2017-11-27",35.9389
"2017-11-28",35.9328
"2017-11-29",37.697
"2017-11-30",38.9527
"2017-12-01",38.8463
"2017-12-02",40.2773
"2017-12-03",38.5313
"2017-12-04",37.2369
"2017-12-05",34.1436
"2017-12-06",34.3738
"2017-12-07",36.4914
"2017-12-08",37.4815
"2017-12-09",41.3357
"2017-12-10",39.6304
"2017-12-11",41.0119
"2017-12-12",39.1253
"2017-12-13",36.8019
"2017-12-14",40.5408
"2017-12-15",40.12
"2017-12-16",44.9589
"2017-12-17",35.7411
"2017-12-18",35.9118
"2017-12-19",36.2502
"2017-12-20",33.6252
"2017-12-21",26.6913
"2017-12-22",26.6322
"2017-12-23",38.0075
"2017-12-24",43.1337
"2017-12-25",43.9581
"2017-12-26",38.4469
"2017-12-27",37.2126
"2017-12-28",38.9095
"2017-12-29",42.179
"2017-12-30",43.8111
"2017-12-31",33.9816
"2018-01-01",40.987
"2018-01-02",48.6235
"2018-01-03",47.0966
"2018-01-04",51.9993
"2018-01-05",51.3925
"2018-01-06",50.3632
"2018-01-07",51.2271
"2018-01-08",53.832
"2018-01-09",46.3527
"2018-01-10",44.2121
"2018-01-11",45.2437
"2018-01-12",39.8484
"2018-01-13",38.8069
"2018-01-14",46.9499
"2018-01-15",46.5391
"2018-01-16",46.5987
"2018-01-17",45.4753
"2018-01-18",44.6099
"2018-01-19",40.3326
"2018-01-20",32.2722
"2018-01-21",30.538
"2018-01-22",39.0369
"2018-01-23",37.2655
"2018-01-24",36.1632
"2018-01-25",33.4747
"2018-01-26",33.4485
"2018-01-27",35.4259
"2018-01-28",37.9611
"2018-01-29",44.2794
"2018-01-30",45.8476
"2018-01-31",43.3947
"2018-02-01",43.7065
"2018-02-02",44.4551
"2018-02-03",44.6059
"2018-02-04",44.0971
"2018-02-05",43.9423
"2018-02-06",41.7895
"2018-02-07",41.5852
"2018-02-08",44.1729
"2018-02-09",43.8647
"2018-02-10",40.4164
"2018-02-11",35.9789
"2018-02-12",32.3013
"2018-02-13",31.2336
"2018-02-14",39.6207
"2018-02-15",32.1242
"2018-02-16",31.5419
"2018-02-17",33.4402
"2018-02-18",34.0758
"2018-02-19",25.6905
"2018-02-20",23.7421
"2018-02-21",24.0348
"2018-02-22",25.6262
"2018-02-23",23.6107
"2018-02-24",23.1177
"2018-02-25",32.5094
"2018-02-26",31.5322
"2018-02-27",26.893
"2018-02-28",25.3413
"2018-03-01",41.808
"2018-03-02",38.6454
"2018-03-03",32.0254
"2018-03-04",29.9361
"2018-03-05",29.2719
"2018-03-06",32.9398
"2018-03-07",40.3668
"2018-03-08",38.6515
"2018-03-09",45.3825
"2018-03-10",39.5679
"2018-03-11",40.5261
"2018-03-12",46.3847
"2018-03-13",42.3491
"2018-03-14",39.958
"2018-03-15",33.4971
"2018-03-16",36.3796
"2018-03-17",31.7163
"2018-03-18",30.6352
"2018-03-19",32.9061
"2018-03-20",45.5256
"2018-03-21",51.5554
"2018-03-22",32.695
"2018-03-23",31.6805
"2018-03-24",32.7657
"2018-03-25",36.1965
"2018-03-26",35.2931
"2018-03-27",35.7231
"2018-03-28",42.0141
"2018-03-29",46.0251
"2018-03-30",45.1764
"2018-03-31",43.0948
"2018-04-01",41.5198
"2018-04-02",41.587
"2018-04-03",40.6413
"2018-04-04",45.3981
"2018-04-05",44.3232
"2018-04-06",50.1179
"2018-04-07",46.6385
"2018-04-08",41.0315
"2018-04-09",40.212
"2018-04-10",47.0615
"2018-04-11",40.4641
"2018-04-12",39.3445
"2018-04-13",40.6445
"2018-04-14",39.2268
"2018-04-15",38.5959
"2018-04-16",37.5168
"2018-04-17",33.9427
"2018-04-18",36.1105
"2018-04-19",37.8729
"2018-04-20",36.6296
"2018-04-21",41.9893
"2018-04-22",48.6684
"2018-04-23",42.3351
"2018-04-24",42.3043
"2018-04-25",42.1725
"2018-04-26",38.8998
"2018-04-27",38.9602
"2018-04-28",44.5532
"2018-04-29",43.5765
"2018-04-30",42.125
"2018-05-01",40.7127
"2018-05-02",40.6303
"2018-05-03",40.186
"2018-05-04",46.5562
"2018-05-05",45.1047
"2018-05-06",44.389
"2018-05-07",49.6848
"2018-05-08",47.2912
"2018-05-09",44.9476
"2018-05-10",43.205
"2018-05-11",41.0034
"2018-05-12",44.3242
"2018-05-13",42.9728
"2018-05-14",43.0493
"2018-05-15",45.2017
"2018-05-16",42.379
"2018-05-17",45.2728
"2018-05-18",46.9494
"2018-05-19",48.3688
"2018-05-20",47.248
"2018-05-21",46.2573
"2018-05-22",47.8944
"2018-05-23",44.949
"2018-05-24",44.692
"2018-05-25",46.0081
"2018-05-26",45.7655
"2018-05-27",44.449
"2018-05-28",52.5465
"2018-05-29",46.483
"2018-05-30",44.5615
"2018-05-31",39.7252
"2018-06-01",38.8686
"2018-06-02",51.7253
"2018-06-03",58.5437
"2018-06-04",47.9437
"2018-06-05",42.6445
"2018-06-06",41.1485
"2018-06-07",47.34
"2018-06-08",45.7437
"2018-06-09",47.8994
"2018-06-10",47.9556
"2018-06-11",51.6189
"2018-06-12",55.1869
"2018-06-13",53.4691
"2018-06-14",47.1454
"2018-06-15",46.8133
"2018-06-16",46.832
"2018-06-17",48.6392
"2018-06-18",49.4494
"2018-06-19",53.0422
"2018-06-20",54.2194
"2018-06-21",52.7493
"2018-06-22",55.7823
"2018-06-23",53.2087
"2018-06-24",52.8076
"2018-06-25",53.4805
"2018-06-26",48.4518
"2018-06-27",47.0511
"2018-06-28",49.1416
"2018-06-29",48.1255
"2018-06-30",55.4166
"2018-07-01",54.4044
"2018-07-02",52.0506
"2018-07-03",50.9306
"2018-07-04",50.839
"2018-07-05",51.3883
"2018-07-06",66.2101
"2018-07-07",65.3261
"2018-07-08",63.6809
"2018-07-09",56.0827
"2018-07-10",60.5894
"2018-07-11",58.1945
"2018-07-12",59.0517
"2018-07-13",59.9652
"2018-07-14",58.5721
"2018-07-15",57.1946
"2018-07-16",55.5903
"2018-07-17",59.8492
"2018-07-18",62.0364
"2018-07-19",61.3405
"2018-07-20",62.5487
"2018-07-21",59.5254
"2018-07-22",58.5417
"2018-07-23",62.2897
"2018-07-24",62.3527
"2018-07-25",66.6025
"2018-07-26",59.162
"2018-07-27",56.5101
"2018-07-28",56.1517
"2018-07-29",59.9697
"2018-07-30",61.6248
"2018-07-31",60.3178
"2018-08-01",60.2886
"2018-08-02",57.9578
"2018-08-03",55.4009
"2018-08-04",60.2931
"2018-08-05",56.9599
"2018-08-06",58.3198
"2018-08-07",59.0581
"2018-08-08",60.9307
"2018-08-09",60.9778
"2018-08-10",61.9815
"2018-08-11",60.3318
"2018-08-12",58.753
"2018-08-13",53.7165
"2018-08-14",52.5967
"2018-08-15",55.6162
"2018-08-16",57.7576
"2018-08-17",59.9007
"2018-08-18",63.826
"2018-08-19",53.1833
"2018-08-20",50.6584
"2018-08-21",51.7955
"2018-08-22",53.3107
"2018-08-23",49.086
"2018-08-24",49.7307
"2018-08-25",49.3021
"2018-08-26",47.494
"2018-08-27",47.4154
"2018-08-28",49.6414
"2018-08-29",48.0272
"2018-08-30",49.2935
"2018-08-31",49.5379
"2018-09-01",49.4868
"2018-09-02",49.831
"2018-09-03",49.7451
"2018-09-04",50.7063
"2018-09-05",51.4108
"2018-09-06",51.613
"2018-09-07",57.2436
"2018-09-08",53.1772
"2018-09-09",50.6766
"2018-09-10",50.4383
"2018-09-11",51.6148
"2018-09-12",45.6303
"2018-09-13",42.8477
"2018-09-14",46.2416
"2018-09-15",46.2708
"2018-09-16",47.4656
"2018-09-17",45.7416
"2018-09-18",44.8299
"2018-09-19",42.7419
"2018-09-20",51.0705
"2018-09-21",53.4259
"2018-09-22",53.1534
"2018-09-23",52.0407
"2018-09-24",50.4237
"2018-09-25",50.7927
"2018-09-26",55.7508
"2018-09-27",50.3586
"2018-09-28",46.8988
"2018-09-29",46.2771
"2018-09-30",48.0711
"2018-10-01",48.9727
"2018-10-02",55.7017
