,"(deg F) Mean Temperature (gridMET) at Lands, 2006-12-01 to 2021-09-30"
"2015-10-15",70.6842
"2015-10-16",69.7554
"2015-10-17",64.2015
"2015-10-18",61.3899
"2015-10-19",60.0334
"2015-10-20",62.5014
"2015-10-21",65.6919
"2015-10-22",65.9287
"2015-10-23",65.6811
"2015-10-24",67.8783
"2015-10-25",65.3261
"2015-10-26",67.7971
"2015-10-27",66.1665
"2015-10-28",63.475
"2015-10-29",61.8895
"2015-10-30",66.2981
"2015-10-31",70.8692
"2015-11-01",62.7141
"2015-11-02",50.2106
"2015-11-03",50.1096
"2015-11-04",48.1611
"2015-11-05",51.4454
"2015-11-06",53.773
"2015-11-07",56.0172
"2015-11-08",54.1746
"2015-11-09",46.4986
"2015-11-10",44.7483
"2015-11-11",49.4852
"2015-11-12",49.4155
"2015-11-13",56.4447
"2015-11-14",56.3643
"2015-11-15",44.4459
"2015-11-16",46.5771
"2015-11-17",51.6718
"2015-11-18",56.0448
"2015-11-19",61.0227
"2015-11-20",60.3518
"2015-11-21",62.5541
"2015-11-22",62.7294
"2015-11-23",55.2074
"2015-11-24",46.6603
"2015-11-25",40.768
"2015-11-26",40.9329
"2015-11-27",42.7327
"2015-11-28",43.2572
"2015-11-29",44.3152
"2015-11-30",44.6439
"2015-12-01",48.7674
"2015-12-02",53.4699
"2015-12-03",53.1766
"2015-12-04",45.9847
"2015-12-05",47.3716
"2015-12-06",54.4869
"2015-12-07",56.5758
"2015-12-08",54.4516
"2015-12-09",57.0367
"2015-12-10",49.9383
"2015-12-11",45.5747
"2015-12-12",45.1612
"2015-12-13",43.2768
"2015-12-14",40.2557
"2015-12-15",39.1752
"2015-12-16",43.9673
"2015-12-17",46.0967
"2015-12-18",46.1714
"2015-12-19",42.6747
"2015-12-20",43.2653
"2015-12-21",50.7571
"2015-12-22",50.1737
"2015-12-23",42.4737
"2015-12-24",39.3231
"2015-12-25",38.9521
"2015-12-26",39.2004
"2015-12-27",38.2737
"2015-12-28",37.2731
"2015-12-29",40.0341
"2015-12-30",41.4801
"2015-12-31",39.2068
"2016-01-01",39.2068
"2016-01-02",50.7978
"2016-01-03",50.1818
"2016-01-04",49.6036
"2016-01-05",46.7128
"2016-01-06",42.4422
"2016-01-07",41.7769
"2016-01-08",44.4886
"2016-01-09",45.1951
"2016-01-10",49.0404
"2016-01-11",50.1438
"2016-01-12",50.4777
"2016-01-13",49.0478
"2016-01-14",46.7512
"2016-01-15",53.1284
"2016-01-16",52.5817
"2016-01-17",52.4779
"2016-01-18",55.5172
"2016-01-19",51.111
"2016-01-20",53.8574
"2016-01-21",54.2122
"2016-01-22",51.962
"2016-01-23",48.724
"2016-01-24",47.4975
"2016-01-25",48.6743
"2016-01-26",50.5591
"2016-01-27",53.7638
"2016-01-28",51.7032
"2016-01-29",57.0355
"2016-01-30",47.1826
"2016-01-31",46.6412
"2016-02-01",58.9802
"2016-02-02",56.4679
"2016-02-03",59.3701
"2016-02-04",57.5505
"2016-02-05",53.6821
"2016-02-06",60.3151
"2016-02-07",62.3899
"2016-02-08",64.8127
"2016-02-09",62.6889
"2016-02-10",55.9222
"2016-02-11",51.4258
"2016-02-12",56.5131
"2016-02-13",57.8282
"2016-02-14",61.9534
"2016-02-15",62.2693
"2016-02-16",58.0939
"2016-02-17",54.8033
"2016-02-18",50.2639
"2016-02-19",48.7792
"2016-02-20",59.367
"2016-02-21",56.8467
"2016-02-22",48.1474
"2016-02-23",43.9804
"2016-02-24",47.1999
"2016-02-25",46.929
"2016-02-26",50.1208
"2016-02-27",49.3617
"2016-02-28",49.4245
"2016-02-29",49.3018
"2016-03-01",61.5232
"2016-03-02",60.6531
"2016-03-03",57.4156
"2016-03-04",57.5202
"2016-03-05",52.8973
"2016-03-06",51.1934
"2016-03-07",44.753
"2016-03-08",52.2163
"2016-03-09",55.8309
"2016-03-10",60.1828
"2016-03-11",47.763
"2016-03-12",49.0798
"2016-03-13",51.4011
"2016-03-14",49.7593
"2016-03-15",51.7622
"2016-03-16",57.3436
"2016-03-17",61.8724
"2016-03-18",60.7042
"2016-03-19",59.3136
"2016-03-20",60.2209
"2016-03-21",52.1217
"2016-03-22",48.2634
"2016-03-23",52.2914
"2016-03-24",55.0443
"2016-03-25",57.0902
"2016-03-26",58.8916
"2016-03-27",58.1018
"2016-03-28",44.2629
"2016-03-29",47.6357
"2016-03-30",49.5162
"2016-03-31",53.3008
"2016-04-01",55.7796
"2016-04-02",60.5862
"2016-04-03",60.3054
"2016-04-04",60.5586
"2016-04-05",62.4182
"2016-04-06",68.8068
"2016-04-07",61.1056
"2016-04-08",58.46
"2016-04-09",57.0412
"2016-04-10",52.1249
"2016-04-11",56.7502
"2016-04-12",54.8983
"2016-04-13",55.5013
"2016-04-14",51.3333
"2016-04-15",53.0902
"2016-04-16",59.5864
"2016-04-17",64.965
"2016-04-18",66.1298
"2016-04-19",64.2803
"2016-04-20",60.894
"2016-04-21",61.3828
"2016-04-22",48.5717
"2016-04-23",52.7254
"2016-04-24",53.9834
"2016-04-25",47.7003
"2016-04-26",52.1515
"2016-04-27",51.9262
"2016-04-28",54.8274
"2016-04-29",57.2302
"2016-04-30",58.8902
"2016-05-01",63.5432
"2016-05-02",63.3684
"2016-05-03",65.4355
"2016-05-04",59.8096
"2016-05-05",56.2669
"2016-05-06",54.7084
"2016-05-07",54.6388
"2016-05-08",59.0983
"2016-05-09",60.5296
"2016-05-10",62.4666
"2016-05-11",64.6597
"2016-05-12",67.1571
"2016-05-13",60.6173
"2016-05-14",58.7093
"2016-05-15",61.4939
"2016-05-16",63.2523
"2016-05-17",67.4677
"2016-05-18",68.5373
"2016-05-19",59.7515
"2016-05-20",51.0751
"2016-05-21",52.4109
"2016-05-22",53.8047
"2016-05-23",58.743
"2016-05-24",57.8998
"2016-05-25",58.2172
"2016-05-26",61.4586
"2016-05-27",64.5931
"2016-05-28",67.5817
"2016-05-29",66.5386
"2016-05-30",68.1107
"2016-05-31",75.0592
"2016-06-01",76.1545
"2016-06-02",75.3831
"2016-06-03",78.7725
"2016-06-04",75.2819
"2016-06-05",72.9595
"2016-06-06",70.5794
"2016-06-07",72.3789
"2016-06-08",70.9099
"2016-06-09",68.1201
"2016-06-10",64.0456
"2016-06-11",64.2873
"2016-06-12",65.8162
"2016-06-13",64.927
"2016-06-14",59.7135
"2016-06-15",54.4782
"2016-06-16",61.4566
"2016-06-17",65.7878
"2016-06-18",67.662
"2016-06-19",74.9838
"2016-06-20",76.9588
"2016-06-21",79.5756
"2016-06-22",75.6145
"2016-06-23",74.8027
"2016-06-24",73.7402
"2016-06-25",76.9586
"2016-06-26",77.4001
"2016-06-27",78.9759
"2016-06-28",76.872
"2016-06-29",72.9046
"2016-06-30",72.5551
"2016-07-01",71.5964
"2016-07-02",69.6996
"2016-07-03",69.2663
"2016-07-04",68.4228
"2016-07-05",69.7737
"2016-07-06",66.8156
"2016-07-07",68.1339
"2016-07-08",68.3098
"2016-07-09",68.9468
"2016-07-10",65.3536
"2016-07-11",70.3072
"2016-07-12",70.534
"2016-07-13",74.9993
"2016-07-14",76.9145
"2016-07-15",74.277
"2016-07-16",69.7687
"2016-07-17",68.4223
"2016-07-18",67.419
"2016-07-19",70.3873
"2016-07-20",72.1742
"2016-07-21",74.2761
"2016-07-22",75.2025
"2016-07-23",77.9221
"2016-07-24",77.592
"2016-07-25",75.0274
"2016-07-26",81.6316
"2016-07-27",84.1528
"2016-07-28",82.8923
"2016-07-29",83.4017
"2016-07-30",78.1943
"2016-07-31",72.9847
"2016-08-01",73.6516
"2016-08-02",73.2544
"2016-08-03",73.3838
"2016-08-04",67.3173
"2016-08-05",66.0524
"2016-08-06",67.2735
"2016-08-07",67.6562
"2016-08-08",69.1128
"2016-08-09",66.592
"2016-08-10",67.6054
"2016-08-11",70.794
"2016-08-12",74.5444
"2016-08-13",80.645
"2016-08-14",77.4259
"2016-08-15",72.0462
"2016-08-16",72.9064
"2016-08-17",75.9961
"2016-08-18",73.1532
"2016-08-19",70.4467
"2016-08-20",73.3561
"2016-08-21",72.2613
"2016-08-22",69.4521
"2016-08-23",70.8442
"2016-08-24",71.6095
"2016-08-25",67.8171
"2016-08-26",65.8441
"2016-08-27",66.8408
"2016-08-28",69.606
"2016-08-29",72.669
"2016-08-30",73.0708
"2016-08-31",68.6912
"2016-09-01",69.0969
"2016-09-02",68.9351
"2016-09-03",60.7885
"2016-09-04",58.4661
"2016-09-05",64.1026
"2016-09-06",70.7443
"2016-09-07",73.0164
"2016-09-08",67.1351
"2016-09-09",72.0727
"2016-09-10",71.8932
"2016-09-11",65.8267
"2016-09-12",60.1218
"2016-09-13",55.6768
"2016-09-14",61.0776
"2016-09-15",66.067
"2016-09-16",69.859
"2016-09-17",75.312
"2016-09-18",78.7696
"2016-09-19",80.2468
"2016-09-20",73.9468
"2016-09-21",65.0525
"2016-09-22",56.3821
"2016-09-23",59.8726
"2016-09-24",68.4099
"2016-09-25",75.2038
"2016-09-26",77.9796
"2016-09-27",77.6048
"2016-09-28",73.1806
"2016-09-29",69.0147
"2016-09-30",64.0422
"2016-10-01",61.5772
"2016-10-02",56.3002
"2016-10-03",55.8712
"2016-10-04",60.6672
"2016-10-05",58.9381
"2016-10-06",63.0525
"2016-10-07",68.3132
"2016-10-08",72.3083
"2016-10-09",70.9461
"2016-10-10",63.9716
"2016-10-11",60.2407
"2016-10-12",62.3152
"2016-10-13",62.9537
"2016-10-14",60.9948
"2016-10-15",66.3543
"2016-10-16",58.3228
"2016-10-17",59.0122
"2016-10-18",57.7062
"2016-10-19",62.9461
"2016-10-20",69.6285
"2016-10-21",68.8345
"2016-10-22",67.2643
"2016-10-23",63.421
"2016-10-24",59.1046
"2016-10-25",61.5209
"2016-10-26",63.4487
"2016-10-27",63.2745
"2016-10-28",61.4511
"2016-10-29",62.0028
"2016-10-30",53.3928
"2016-10-31",55.9296
"2016-11-01",54.3753
"2016-11-02",59.1037
"2016-11-03",62.7499
"2016-11-04",65.5959
"2016-11-05",62.582
"2016-11-06",61.3737
"2016-11-07",65.7523
"2016-11-08",68.0209
"2016-11-09",69.7883
"2016-11-10",69.5548
"2016-11-11",68.3112
"2016-11-12",65.2091
"2016-11-13",65.4274
"2016-11-14",65.2152
"2016-11-15",59.128
"2016-11-16",48.8799
"2016-11-17",49.701
"2016-11-18",53.2494
"2016-11-19",57.2846
"2016-11-20",54.302
"2016-11-21",49.5147
"2016-11-22",50.7547
"2016-11-23",47.5785
"2016-11-24",50.6064
"2016-11-25",47.8576
"2016-11-26",47.2716
"2016-11-27",47.6024
"2016-11-28",44.5906
"2016-11-29",45.3081
"2016-11-30",46.8014
"2016-12-01",46.7474
"2016-12-02",44.7766
"2016-12-03",48.7656
"2016-12-04",52.3195
"2016-12-05",50.1175
"2016-12-06",42.7455
"2016-12-07",40.4762
"2016-12-08",51.7581
"2016-12-09",59.2234
"2016-12-10",57.4641
"2016-12-11",53.7325
"2016-12-12",52.0615
"2016-12-13",55.9737
"2016-12-14",55.4464
"2016-12-15",50.0038
"2016-12-16",41.1406
"2016-12-17",39.3548
"2016-12-18",38.9336
"2016-12-19",44.8689
"2016-12-20",50.2122
"2016-12-21",53.8448
"2016-12-22",52.1683
"2016-12-23",42.5887
"2016-12-24",38.3862
"2016-12-25",38.9201
"2016-12-26",43.7819
"2016-12-27",47.2455
"2016-12-28",52.0036
"2016-12-29",54.4503
"2016-12-30",49.494
"2016-12-31",41.4939
"2017-01-01",40.9217
"2017-01-02",40.8027
"2017-01-03",48.1665
"2017-01-04",58.0176
"2017-01-05",40.5412
"2017-01-06",42.4893
"2017-01-07",51.2191
"2017-01-08",56.7792
"2017-01-09",52.7772
"2017-01-10",52.6006
"2017-01-11",50.1208
"2017-01-12",42.204
"2017-01-13",44.778
"2017-01-14",47.4584
"2017-01-15",46.5161
"2017-01-16",44.3485
"2017-01-17",48.0954
"2017-01-18",48.0655
"2017-01-19",48.312
"2017-01-20",46.1795
"2017-01-21",45.8746
"2017-01-22",45.6764
"2017-01-23",40.8945
"2017-01-24",40.7692
"2017-01-25",43.0376
"2017-01-26",44.6099
"2017-01-27",44.5924
"2017-01-28",49.519
"2017-01-29",53.8812
"2017-01-30",56.4953
"2017-01-31",55.8136
"2017-02-01",54.5504
"2017-02-02",51.9544
"2017-02-03",54.8982
"2017-02-04",52.9005
"2017-02-05",48.7771
"2017-02-06",56.0737
"2017-02-07",57.9081
"2017-02-08",60.3741
"2017-02-09",58.4215
"2017-02-10",51.6726
"2017-02-11",46.7881
"2017-02-12",51.7305
"2017-02-13",52.7266
"2017-02-14",56.952
"2017-02-15",56.8555
"2017-02-16",53.1536
"2017-02-17",50.1663
"2017-02-18",45.0963
"2017-02-19",43.6395
"2017-02-20",54.1848
"2017-02-21",52.1271
"2017-02-22",43.2763
"2017-02-23",38.5977
"2017-02-24",42.168
"2017-02-25",41.6314
"2017-02-26",45.3495
"2017-02-27",44.4277
"2017-02-28",43.9434
"2017-03-01",48.765
"2017-03-02",53.6401
"2017-03-03",54.842
"2017-03-04",49.7633
"2017-03-05",38.7959
"2017-03-06",40.4915
"2017-03-07",47.9568
"2017-03-08",53.64
"2017-03-09",58.9613
"2017-03-10",60.0611
"2017-03-11",61.6608
"2017-03-12",60.7476
"2017-03-13",62.897
"2017-03-14",64.8667
"2017-03-15",60.8409
"2017-03-16",58.9554
"2017-03-17",63.9975
"2017-03-18",58.6582
"2017-03-19",57.4545
"2017-03-20",52.7038
"2017-03-21",54.3789
"2017-03-22",49.1823
"2017-03-23",52.8726
"2017-03-24",51.802
"2017-03-25",52.329
"2017-03-26",53.0254
"2017-03-27",51.1005
"2017-03-28",54.5286
"2017-03-29",58.5174
"2017-03-30",52.8939
"2017-03-31",53.1172
"2017-04-01",57.0322
"2017-04-02",60.7287
"2017-04-03",56.5056
"2017-04-04",58.6618
"2017-04-05",62.1277
"2017-04-06",54.3841
"2017-04-07",50.8273
"2017-04-08",44.568
"2017-04-09",52.408
"2017-04-10",52.3837
"2017-04-11",59.4855
"2017-04-12",59.8561
"2017-04-13",49.7302
"2017-04-14",49.3189
"2017-04-15",56.2892
"2017-04-16",58.0426
"2017-04-17",59.0304
"2017-04-18",52.7682
"2017-04-19",55.3847
"2017-04-20",55.1676
"2017-04-21",63.7929
"2017-04-22",62.1574
"2017-04-23",57.018
"2017-04-24",54.7722
"2017-04-25",56.2012
"2017-04-26",58.8825
"2017-04-27",58.0915
"2017-04-28",57.2081
"2017-04-29",61.0545
"2017-04-30",63.86
"2017-05-01",68.8213
"2017-05-02",72.2493
"2017-05-03",74.1018
"2017-05-04",68.9049
"2017-05-05",60.382
"2017-05-06",49.6112
"2017-05-07",56.3727
"2017-05-08",60.7968
"2017-05-09",65.9511
"2017-05-10",61.0138
"2017-05-11",63.5383
"2017-05-12",54.0583
"2017-05-13",53.373
"2017-05-14",50.9059
"2017-05-15",55.396
"2017-05-16",57.1352
"2017-05-17",56.1312
"2017-05-18",60.8016
"2017-05-19",68.2691
"2017-05-20",71.3115
"2017-05-21",74.4354
"2017-05-22",74.5268
"2017-05-23",73.9899
"2017-05-24",60.7217
"2017-05-25",59.157
"2017-05-26",57.9796
"2017-05-27",61.3564
"2017-05-28",64.9785
"2017-05-29",65.3664
"2017-05-30",64.3566
"2017-05-31",63.7246
"2017-06-01",64.875
"2017-06-02",69.9519
"2017-06-03",71.8524
"2017-06-04",65.7336
"2017-06-05",68.6311
"2017-06-06",70.8294
"2017-06-07",67.5118
"2017-06-08",63.5182
"2017-06-09",59.6467
"2017-06-10",59.3881
"2017-06-11",54.9619
"2017-06-12",57.042
"2017-06-13",61.9736
"2017-06-14",68.3744
"2017-06-15",69.7242
"2017-06-16",78.0494
"2017-06-17",82.2146
"2017-06-18",85.1439
"2017-06-19",85.302
"2017-06-20",79.3666
"2017-06-21",78.5246
"2017-06-22",81.8413
"2017-06-23",78.4256
"2017-06-24",73.6851
"2017-06-25",73.2783
"2017-06-26",72.4055
"2017-06-27",70.8172
"2017-06-28",68.7339
"2017-06-29",69.5368
"2017-06-30",69.6475
"2017-07-01",66.7211
"2017-07-02",69.0156
"2017-07-03",71.8264
"2017-07-04",74.3936
"2017-07-05",75.6151
"2017-07-06",81.4257
"2017-07-07",81.1443
"2017-07-08",83.1463
"2017-07-09",82.6628
"2017-07-10",80.2958
"2017-07-11",76.2093
"2017-07-12",74.4386
"2017-07-13",75.1764
"2017-07-14",78.2307
"2017-07-15",78.9589
"2017-07-16",84.168
"2017-07-17",80.8108
"2017-07-18",75.249
"2017-07-19",73.531
"2017-07-20",71.9758
"2017-07-21",74.3799
"2017-07-22",76.9582
"2017-07-23",78.2582
"2017-07-24",70.297
"2017-07-25",70.6591
"2017-07-26",73.6176
"2017-07-27",79.7846
"2017-07-28",79.4242
"2017-07-29",75.7247
"2017-07-30",75.9025
"2017-07-31",77.9607
"2017-08-01",83.9266
"2017-08-02",84.9875
"2017-08-03",79.6057
"2017-08-04",82.8972
"2017-08-05",76.8598
"2017-08-06",74.0152
"2017-08-07",73.4979
"2017-08-08",73.9866
"2017-08-09",73.2511
"2017-08-10",73.7803
"2017-08-11",75.5596
"2017-08-12",74.1691
"2017-08-13",73.0429
"2017-08-14",66.537
"2017-08-15",64.5118
"2017-08-16",68.6269
"2017-08-17",72.8974
"2017-08-18",74.8605
"2017-08-19",72.1807
"2017-08-20",70.6622
"2017-08-21",68.7978
"2017-08-22",74.0718
"2017-08-23",71.4324
"2017-08-24",71.5874
"2017-08-25",76.239
"2017-08-26",83.1679
"2017-08-27",84.8556
"2017-08-28",83.8004
"2017-08-29",79.9441
"2017-08-30",79.1443
"2017-08-31",82.4214
"2017-09-01",88.2073
"2017-09-02",90.8152
"2017-09-03",85.5671
"2017-09-04",78.5871
"2017-09-05",74.728
"2017-09-06",72.6411
"2017-09-07",72.5704
"2017-09-08",71.3707
"2017-09-09",71.55
"2017-09-10",79.2655
"2017-09-11",78.5021
"2017-09-12",73.956
"2017-09-13",66.4759
"2017-09-14",64.4211
"2017-09-15",63.2644
"2017-09-16",65.8378
"2017-09-17",67.3005
"2017-09-18",63.7155
"2017-09-19",61.3044
"2017-09-20",65.1904
"2017-09-21",53.0809
"2017-09-22",55.9569
"2017-09-23",59.1642
"2017-09-24",62.209
"2017-09-25",66.04
"2017-09-26",69.2152
"2017-09-27",72.5994
"2017-09-28",74.9442
"2017-09-29",72.239
"2017-09-30",65.5934
"2017-10-01",66.0308
"2017-10-02",59.4464
"2017-10-03",52.6581
"2017-10-04",59.6664
"2017-10-05",63.3234
"2017-10-06",66.8037
"2017-10-07",71.8837
"2017-10-08",66.7593
"2017-10-09",65.3419
"2017-10-10",64.0483
"2017-10-11",59.5069
"2017-10-12",57.0205
"2017-10-13",58.7881
"2017-10-14",63.5538
"2017-10-15",69.1236
"2017-10-16",70.8975
"2017-10-17",68.8024
"2017-10-18",64.5906
"2017-10-19",59.4127
"2017-10-20",51.9294
"2017-10-21",56.4152
"2017-10-22",61.9583
"2017-10-23",72.1033
"2017-10-24",78.2863
"2017-10-25",76.8985
"2017-10-26",75.4633
"2017-10-27",74.7252
"2017-10-28",72.4946
"2017-10-29",60.7026
"2017-10-30",53.2195
"2017-10-31",51.672
"2017-11-01",56.5135
"2017-11-02",53.2758
"2017-11-03",53.8887
"2017-11-04",49.4933
"2017-11-05",47.3293
"2017-11-06",50.7619
"2017-11-07",54.7268
"2017-11-08",56.3504
"2017-11-09",56.1078
"2017-11-10",56.7257
"2017-11-11",55.9184
"2017-11-12",54.5841
"2017-11-13",56.3725
"2017-11-14",58.683
"2017-11-15",61.3535
"2017-11-16",59.907
"2017-11-17",48.5132
"2017-11-18",51.5818
"2017-11-19",53.9699
"2017-11-20",62.5842
"2017-11-21",67.5057
"2017-11-22",70.1589
"2017-11-23",68.3706
"2017-11-24",62.7138
"2017-11-25",64.6862
"2017-11-26",57.2716
"2017-11-27",46.0681
"2017-11-28",50.3278
"2017-11-29",53.3507
"2017-11-30",55.4387
"2017-12-01",55.4484
"2017-12-02",54.1303
"2017-12-03",47.4159
"2017-12-04",47.1195
"2017-12-05",51.2746
"2017-12-06",52.4642
"2017-12-07",55.9387
"2017-12-08",56.8726
"2017-12-09",59.4255
"2017-12-10",59.4469
"2017-12-11",59.6572
"2017-12-12",59.088
"2017-12-13",55.1736
"2017-12-14",59.4957
"2017-12-15",56.3409
"2017-12-16",52.9272
"2017-12-17",50.1111
"2017-12-18",52.2572
"2017-12-19",52.3753
"2017-12-20",42.377
"2017-12-21",39.963
"2017-12-22",43.9381
"2017-12-23",52.4464
"2017-12-24",51.1009
"2017-12-25",56.8474
"2017-12-26",54.4714
"2017-12-27",53.2353
"2017-12-28",58.3669
"2017-12-29",61.4503
"2017-12-30",61.4952
"2017-12-31",46.7035
"2018-01-01",55.6668
"2018-01-02",59.2871
"2018-01-03",55.1881
"2018-01-04",58.9064
"2018-01-05",60.2641
"2018-01-06",55.3123
"2018-01-07",61.752
"2018-01-08",55.4148
"2018-01-09",50.4779
"2018-01-10",49.411
"2018-01-11",56.2393
"2018-01-12",54.5142
"2018-01-13",56.5264
"2018-01-14",62.2166
"2018-01-15",58.1281
"2018-01-16",57.1771
"2018-01-17",59.2164
"2018-01-18",55.8304
"2018-01-19",46.4018
"2018-01-20",43.0209
"2018-01-21",44.5795
"2018-01-22",49.5203
"2018-01-23",51.5233
"2018-01-24",49.104
"2018-01-25",43.5492
"2018-01-26",46.0398
"2018-01-27",48.8025
"2018-01-28",57.4182
"2018-01-29",59.6408
"2018-01-30",64.2715
"2018-01-31",60.5451
"2018-02-01",60.0906
"2018-02-02",60.0033
"2018-02-03",62.7498
"2018-02-04",62.0406
"2018-02-05",61.2338
"2018-02-06",58.7435
"2018-02-07",61.5693
"2018-02-08",63.0106
"2018-02-09",62.1122
"2018-02-10",55.9432
"2018-02-11",52.5189
"2018-02-12",44.1864
"2018-02-13",47.1391
"2018-02-14",52.1173
"2018-02-15",48.546
"2018-02-16",50.8138
"2018-02-17",53.9697
"2018-02-18",45.658
"2018-02-19",36.729
"2018-02-20",38.8463
"2018-02-21",40.129
"2018-02-22",38.7975
"2018-02-23",36.68
"2018-02-24",39.9051
"2018-02-25",47.3632
"2018-02-26",38.6854
"2018-02-27",40.8807
"2018-02-28",42.7168
"2018-03-01",47.2953
"2018-03-02",46.3086
"2018-03-03",40.9451
"2018-03-04",43.5501
"2018-03-05",46.4299
"2018-03-06",51.8943
"2018-03-07",56.8288
"2018-03-08",55.9593
"2018-03-09",56.8209
"2018-03-10",49.2195
"2018-03-11",55.1959
"2018-03-12",57.8908
"2018-03-13",51.2139
"2018-03-14",48.0002
"2018-03-15",45.8634
"2018-03-16",42.8436
"2018-03-17",42.6083
"2018-03-18",43.729
"2018-03-19",49.9692
"2018-03-20",49.3498
"2018-03-21",55.9481
"2018-03-22",46.6493
"2018-03-23",45.9221
"2018-03-24",44.6788
"2018-03-25",45.408
"2018-03-26",48.2148
"2018-03-27",52.2523
"2018-03-28",60.0103
"2018-03-29",64.5958
"2018-03-30",64.6077
"2018-03-31",62.1248
"2018-04-01",60.3527
"2018-04-02",56.9104
"2018-04-03",58.8072
"2018-04-04",60.5793
"2018-04-05",58.1373
"2018-04-06",56.71
"2018-04-07",56.0007
"2018-04-08",54.325
"2018-04-09",60.2789
"2018-04-10",62.0145
"2018-04-11",54.9772
"2018-04-12",47.9593
"2018-04-13",53.6176
"2018-04-14",58.9795
"2018-04-15",55.6509
"2018-04-16",46.2709
"2018-04-17",49.0424
"2018-04-18",50.3875
"2018-04-19",50.0999
"2018-04-20",55.4756
"2018-04-21",62.91
"2018-04-22",67.7296
"2018-04-23",63.9194
"2018-04-24",62.8245
"2018-04-25",61.2883
"2018-04-26",58.6855
"2018-04-27",54.903
"2018-04-28",56.0079
"2018-04-29",50.7555
"2018-04-30",51.1687
"2018-05-01",53.8785
"2018-05-02",57.146
"2018-05-03",58.2021
"2018-05-04",66.3413
"2018-05-05",64.5215
"2018-05-06",61.6444
"2018-05-07",66.9155
"2018-05-08",65.0962
"2018-05-09",61.2891
"2018-05-10",61.7716
"2018-05-11",60.3664
"2018-05-12",59.6829
"2018-05-13",58.0323
"2018-05-14",60.1745
"2018-05-15",58.8002
"2018-05-16",55.8918
"2018-05-17",60.7415
"2018-05-18",63.3855
"2018-05-19",63.5725
"2018-05-20",60.0445
"2018-05-21",60.5628
"2018-05-22",62.249
"2018-05-23",59.6199
"2018-05-24",56.482
"2018-05-25",53.5075
"2018-05-26",58.1104
"2018-05-27",63.0651
"2018-05-28",71.5368
"2018-05-29",70.3576
"2018-05-30",58.9345
"2018-05-31",51.1997
"2018-06-01",60.3912
"2018-06-02",74.0914
"2018-06-03",78.3694
"2018-06-04",67.53
"2018-06-05",62.8718
"2018-06-06",56.647
"2018-06-07",64.2814
"2018-06-08",64.3717
"2018-06-09",61.2943
"2018-06-10",62.1423
"2018-06-11",69.6083
"2018-06-12",75.7461
"2018-06-13",75.6237
"2018-06-14",67.2589
"2018-06-15",64.1712
"2018-06-16",61.0948
"2018-06-17",62.2893
"2018-06-18",66.2979
"2018-06-19",71.913
"2018-06-20",72.0077
"2018-06-21",74.4039
"2018-06-22",77.5816
"2018-06-23",76.834
"2018-06-24",71.5372
"2018-06-25",68.9137
"2018-06-26",71.1131
"2018-06-27",67.8859
"2018-06-28",65.8234
"2018-06-29",68.3368
"2018-06-30",75.4684
"2018-07-01",73.4981
"2018-07-02",70.8627
"2018-07-03",67.2858
"2018-07-04",66.3998
"2018-07-05",71.9082
"2018-07-06",84.285
"2018-07-07",81.5468
"2018-07-08",79.3463
"2018-07-09",76.1292
"2018-07-10",77.783
"2018-07-11",76.7829
"2018-07-12",76.3122
"2018-07-13",78.5586
"2018-07-14",77.4259
"2018-07-15",75.8986
"2018-07-16",75.7243
"2018-07-17",78.8581
"2018-07-18",80.4036
"2018-07-19",80.6158
"2018-07-20",78.7195
"2018-07-21",76.7872
"2018-07-22",76.6612
"2018-07-23",80.479
"2018-07-24",81.3339
"2018-07-25",82.3201
"2018-07-26",80.7161
"2018-07-27",77.5823
"2018-07-28",77.4784
"2018-07-29",78.2523
"2018-07-30",81.0307
"2018-07-31",79.9133
"2018-08-01",79.9036
"2018-08-02",77.3877
"2018-08-03",76.9222
"2018-08-04",78.2969
"2018-08-05",75.0819
"2018-08-06",75.5389
"2018-08-07",76.9091
"2018-08-08",79.4881
"2018-08-09",82.3237
"2018-08-10",80.7598
"2018-08-11",78.4409
"2018-08-12",77.6217
"2018-08-13",72.799
"2018-08-14",71.6486
"2018-08-15",74.1049
"2018-08-16",77.1591
"2018-08-17",79.257
"2018-08-18",82.4788
"2018-08-19",75.7281
"2018-08-20",70.0876
"2018-08-21",68.2786
"2018-08-22",69.9719
"2018-08-23",67.3518
"2018-08-24",68.0988
"2018-08-25",67.8902
"2018-08-26",67.057
"2018-08-27",64.9963
"2018-08-28",64.7724
"2018-08-29",65.3484
"2018-08-30",65.9791
"2018-08-31",66.9603
"2018-09-01",69.3507
"2018-09-02",71.0879
"2018-09-03",69.2208
"2018-09-04",72.4422
"2018-09-05",69.4524
"2018-09-06",71.2717
"2018-09-07",77.7436
"2018-09-08",73.5256
"2018-09-09",72.5688
"2018-09-10",71.5973
"2018-09-11",71.7656
"2018-09-12",64.2837
"2018-09-13",60.5545
"2018-09-14",65.075
"2018-09-15",61.369
"2018-09-16",63.9356
"2018-09-17",63.804
"2018-09-18",63.4055
"2018-09-19",64.3957
"2018-09-20",71.7413
"2018-09-21",71.7424
"2018-09-22",72.66
"2018-09-23",71.0965
"2018-09-24",69.0226
"2018-09-25",71.5588
"2018-09-26",77.4635
"2018-09-27",72.955
"2018-09-28",64.5255
"2018-09-29",60.7435
"2018-09-30",63.009
